id,group
Lux,3
Nocturne,3
Rammus,6
Teemo,6
Amumu,8
MissFortune,14
Vi,6
Zyra,0
Brand,4
Jhin,4
Trundle,3
MasterYi,9
Ziggs,10
Yone,10
Ekko,5
Sion,5
Nunu,1
Vayne,1
Yorick,11
Ashe,13
Nasus,3
Swain,4
Morgana,11
Malzahar,2
Warwick,15
DrMundo,4
Zac,1
Soraka,1
Shen,9
Blitzcrank,2
Garen,2
Fizz,12
Yuumi,12
Shaco,13
Alistar,5
Sona,14
Kayle,8
Graves,7
Viktor,7
Sivir,15
Zilean,1
Yasuo,1
Annie,2
Maokai,7
Tristana,2
Urgot,8
Malphite,9
MonkeyKing,5
Udyr,6
