52,KR_5531766330,KR_5531566031,KR_5531338263,KR_5531291562,KR_5530939091,KR_5530983209,KR_5530912722,KR_5530885309,KR_5530300716,KR_5529962174
53,KR_5531010259,KR_5531003234,KR_5530909832,KR_5516596265,KR_5512091130,KR_5484353070,KR_5484271006,KR_5483501529,KR_5456342677,KR_5456068264
54,KR_5531271839,KR_5531195167,KR_5531109080,KR_5531056608,KR_5531063123,KR_5531070122,KR_5530963377,KR_5530910818,KR_5530895843,KR_5530882722
55,KR_5522944419,KR_5522488513,KR_5522580490,KR_5517137035,KR_5517115431,KR_5517121269,KR_5514016738,KR_5513942206,KR_5510875277,KR_5510852847
56,KR_5531883495,KR_5531851219,KR_5531757851,KR_5531762233,KR_5531589380,KR_5531654328,KR_5531562076,KR_5530415036,KR_5530369994,KR_5530268806
57,KR_5530980288,KR_5530876786,KR_5530874632,KR_5530822521,KR_5530850319,KR_5529498747,KR_5529466431,KR_5529434406,KR_5529389538,KR_5529366226
58,KR_5530867585,KR_5530677973,KR_5530685521,KR_5527231107,KR_5527119961,KR_5527138366,KR_5527132695,KR_5527051234,KR_5527035230,KR_5525001444
59,KR_5525898150,KR_5525912917,KR_5525767410,KR_5525365510,KR_5525341762,KR_5524998674,KR_5524966628,KR_5525052745,KR_5525001219,KR_5517369494
60,KR_5501160522,KR_5491201133,KR_5490103928,KR_5488130478,KR_5487907968,KR_5487914101,KR_5487786711,KR_5487770968,KR_5487672515,KR_5487576180
61,KR_5530555915,KR_5530603486,KR_5530592835,KR_5527383860,KR_5527328932,KR_5527297061,KR_5523386454,KR_5523443549,KR_5517696707,KR_5517693481
62,KR_5512390979,KR_5470916476,KR_5470930358,KR_5467842393,KR_5465456778,KR_5461092181,KR_5458803779,KR_5457344098,KR_5457259703,KR_5455312374
63,KR_5529698719,KR_5527394565,KR_5523638893,KR_5523614692,KR_5522271501,KR_5521936776,KR_5521975095,KR_5521973116,KR_5521951551,KR_5521629566
64,KR_5526743235,KR_5526693788,KR_5526605005,KR_5526328335,KR_5526323080,KR_5525466051,KR_5525530172,KR_5525320538,KR_5522095325,KR_5513842778
65,KR_5531603461,KR_5531303911,KR_5531149395,KR_5531163952,KR_5531120022,KR_5531045131,KR_5530985984,KR_5531002195,KR_5530910925,KR_5530865646
66,KR_5529420419,KR_5529385593,KR_5517500749,KR_5517418019,KR_5517473443,KR_5517431347,KR_5516376711,KR_5513754421,KR_5513667340,KR_5511420336
67,KR_5523651479,KR_5523567639,KR_5523514683,KR_5521204726,KR_5521127587,KR_5521123755,KR_5521048666,KR_5520990503,KR_5520963758,KR_5520837819
68,KR_5530974805,KR_5529287246,KR_5529247009,KR_5529274515,KR_5528751336,KR_5528624057,KR_5524435617,KR_5524339476,KR_5524334364,KR_5519549025
69,KR_5528008952,KR_5525551665,KR_5525507520,KR_5523747051,KR_5523704610,KR_5523710659,KR_5523665874,KR_5523622220,KR_5523529862,KR_5517638591
70,KR_5531181820,KR_5531057395,KR_5531073254,KR_5530939958,KR_5530936392,KR_5530942214,KR_5530905386,KR_5530891890,KR_5530779808,KR_5530728484
71,KR_5517639552,KR_5517663895,KR_5517691041,KR_5517556776,KR_5513907295,KR_5513910536,KR_5513735881,KR_5513698972,KR_5513635593,KR_5513631392
72,KR_5518948133,KR_5518934748,KR_5516375802,KR_5516340450,KR_5516292507,KR_5516138611,KR_5514341870,KR_5514183292,KR_5513969185,KR_5513982602
73,KR_5481994852,KR_5481905405,KR_5480254466,KR_5480146792,KR_5480120508,KR_5480016778,KR_5480070305,KR_5476337928,KR_5474960239,KR_5474839718
74,KR_5500472521,KR_5500399565,KR_5498668380,KR_5498407026,KR_5498424535,KR_5498353358,KR_5498241344,KR_5498079414,KR_5497995807,KR_5497948911
75,KR_5528777617,KR_5528715483,KR_5528711469,KR_5528548502,KR_5528484185,KR_5527832274,KR_5527618422,KR_5527615646,KR_5527712079,KR_5526965229
76,KR_5531624778,KR_5531298599,KR_5530953035,KR_5529999976,KR_5529575249,KR_5528598079,KR_5528562613,KR_5528347899,KR_5528400943,KR_5528275443
77,KR_5455766648,KR_5455722109,KR_5442554872,KR_5442560798,KR_5440257697,KR_5440166619,KR_5439585087,KR_5439498470,KR_5439512195,KR_5438918520
78,KR_5532024657,KR_5532091608,KR_5532003190,KR_5532020287,KR_5531925715,KR_5531902300,KR_5531900511,KR_5530557746,KR_5530527053,KR_5530554726
79,KR_5531844267,KR_5531812500,KR_5531298585,KR_5531362915,KR_5531187702,KR_5531184615,KR_5531161492,KR_5531049110,KR_5531056223,KR_5531093208
80,KR_5531080856,KR_5531005915,KR_5530915723,KR_5530828012,KR_5520872728,KR_5520726556,KR_5519016464,KR_5519022890,KR_5518917040,KR_5517762853
81,KR_5517800088,KR_5517774822,KR_5517743080,KR_5517722373,KR_5517668396,KR_5517606712,KR_5511614340,KR_5510382086,KR_5510350088,KR_5510057020
82,KR_5529508529,KR_5529504344,KR_5529443189,KR_5529369338,KR_5529367488,KR_5529384970,KR_5529412810,KR_5529333768,KR_5529381900,KR_5529319233
83,KR_5531777038,KR_5531770802,KR_5530726070,KR_5530783214,KR_5530658878,KR_5530618346,KR_5530435600,KR_5530385310,KR_5529993578,KR_5529829180
84,KR_5529115924,KR_5529153536,KR_5529130444,KR_5529056863,KR_5529005097,KR_5528971953,KR_5528726762,KR_5528695526,KR_5508978059,KR_5508896006
85,KR_5531035977,KR_5531091251,KR_5530987049,KR_5530924086,KR_5530931081,KR_5530875998,KR_5530891948,KR_5530769628,KR_5530719117,KR_5529523848
86,KR_5531837444,KR_5528325526,KR_5524699904,KR_5524723135,KR_5523646800,KR_5523623283,KR_5513586276,KR_5513532953,KR_5511908357,KR_5511615185
87,KR_5438889462,KR_5313767343
88,KR_5532001267,KR_5531987121,KR_5531975598,KR_5531973701,KR_5531951962,KR_5531328090,KR_5531363163,KR_5531251458,KR_5531175175,KR_5530697919
89,KR_5529609839,KR_5528218583,KR_5510435184,KR_5510160600,KR_5445807528,KR_5445871187,KR_5445458465,KR_5444679842,KR_5444147414,KR_5444154205
90,KR_5531827219,KR_5531833363,KR_5528342049,KR_5528316777,KR_5528301705,KR_5528140248,KR_5527969133,KR_5526311284,KR_5526066148,KR_5525968050
91,KR_5531255416,KR_5531230886,KR_5531203198,KR_5531112412,KR_5529867423,KR_5529910055,KR_5529805841,KR_5529698463,KR_5529461374,KR_5529378398
92,KR_5503571898,KR_5500338528,KR_5440663424,KR_5440571565,KR_5440386517,KR_5440362434,KR_5440246812,KR_5440213574,KR_5440159822,KR_5439975469
93,KR_5531551578,KR_5531334830,KR_5531290157,KR_5531182048,KR_5531087781,KR_5531104020,KR_5531022901,KR_5530939116,KR_5530972985,KR_5530878848
94,KR_5474989353,KR_5475032613,KR_5474857382,KR_5458977150,KR_5458933077,KR_5458829294,KR_5438881333,KR_5438786632,KR_5438774254,KR_5438781569
95,KR_5531277298,KR_5531330524,KR_5529416806,KR_5524631273,KR_5518937141,KR_5514899683,KR_5514820226,KR_5511923801,KR_5511940837,KR_5511871225
96,KR_5531201231,KR_5531069005,KR_5531037052,KR_5531009843,KR_5530963179,KR_5529757032,KR_5529743097,KR_5528771346,KR_5528556877,KR_5528562623
97,KR_5531124173,KR_5530446277,KR_5530440860,KR_5529885280,KR_5529137220,KR_5529116337,KR_5529163360,KR_5529059905,KR_5529057309,KR_5529043140
98,KR_5528971487,KR_5528756485,KR_5519981575,KR_5515619585,KR_5502657854,KR_5502793916,KR_5502712796,KR_5462015848,KR_5461888782,KR_5461940720
99,KR_5525794465,KR_5525714926,KR_5524592226,KR_5524547668,KR_5517694748,KR_5517605247,KR_5517613074,KR_5514864349,KR_5514739614,KR_5514761474
100,KR_5522255205,KR_5522261911,KR_5522076340,KR_5521993338,KR_5522000384,KR_5521974084,KR_5521922552,KR_5520646160,KR_5520642553,KR_5520578446
101,KR_5487772908,KR_5487669890,KR_5487723366,KR_5487609310,KR_5487585786,KR_5487559205,KR_5487535797,KR_5486276535,KR_5485388264,KR_5484467291
102,KR_5530955683,KR_5530943203,KR_5530898807,KR_5530857111,KR_5530863876,KR_5530799507,KR_5530527219,KR_5529843468,KR_5529748273,KR_5529761468
103,KR_5488758821,KR_5488669303,KR_5488702208,KR_5488586761,KR_5488101300,KR_5487963415,KR_5487910715,KR_5487774470,KR_5487760256,KR_5487714124
104,KR_5531099903,KR_5530424378,KR_5530490255,KR_5529892787,KR_5529798366,KR_5529800027,KR_5529696148,KR_5529359002,KR_5529346608,KR_5518927784
105,KR_5531991142,KR_5531777481,KR_5531720080,KR_5531654432,KR_5531610736,KR_5531306360,KR_5531143403,KR_5530589473,KR_5530610560,KR_5530567883
106,KR_5525312635,KR_5524987852,KR_5525025557,KR_5524973543,KR_5521786527,KR_5521795313,KR_5518648478,KR_5518629186,KR_5518637419,KR_5518618416
107,KR_5529855412,KR_5528064808,KR_5528050500,KR_5527987652,KR_5527944248,KR_5527879968,KR_5527904971,KR_5527870771,KR_5527617170,KR_5527612129
108,KR_5504430030,KR_5493667152,KR_5489200933,KR_5483043501,KR_5482978261,KR_5482981149,KR_5473552737,KR_5473376995,KR_5473269505,KR_5473290183
109,KR_5488496488,KR_5488511602,KR_5472040104,KR_5471928999,KR_5471907404,KR_5471886670,KR_5469997686,KR_5470012390,KR_5469959688,KR_5469958633
110,KR_5522033586,KR_5522051644,KR_5521990420,KR_5474827135,KR_5474773941,KR_5474424404,KR_5474353089,KR_5474308694,KR_5470387934,KR_5458747017
111,KR_5528509598,KR_5525943486,KR_5525786086,KR_5525752535,KR_5522528503,KR_5522542724,KR_5521172835,KR_5521068989,KR_5517989125,KR_5517981474
112,KR_5491135444,KR_5490939618,KR_5490789812,KR_5490734083,KR_5490612623,KR_5490446603,KR_5490440235,KR_5490403723,KR_5490340224,KR_5490313192
113,KR_5528133031,KR_5528036507,KR_5528018671,KR_5527983698,KR_5527837734,KR_5511939698,KR_5510892022,KR_5510796561,KR_5510246827,KR_5510165230
114,KR_5529596741,KR_5529565193,KR_5522225756,KR_5522243371,KR_5522191457,KR_5522137638,KR_5520502001,KR_5520375712,KR_5520311490,KR_5520070475
115,KR_5494051082,KR_5493945681,KR_5488932721,KR_5488784700,KR_5488706488,KR_5481017874,KR_5480985778,KR_5465133443,KR_5465150202,KR_5464986748
116,KR_5524793299,KR_5509997409,KR_5505970744,KR_5504103423,KR_5503856447,KR_5489095859,KR_5489063556,KR_5476439703,KR_5476378732,KR_5476376629
117,KR_5526949941,KR_5527026423,KR_5527034776,KR_5516506003,KR_5516414752,KR_5516376287,KR_5516344951,KR_5515932600,KR_5515869038,KR_5515866471
118,KR_5531607248,KR_5530414266,KR_5529054238,KR_5528130936,KR_5527689255,KR_5525408887,KR_5525404066,KR_5525372467,KR_5525252398,KR_5524362436
119,KR_5529884020,KR_5529809164,KR_5529772777,KR_5529678268,KR_5529693988,KR_5529682289,KR_5517400026,KR_5515981796,KR_5515847403,KR_5515850936
120,KR_5528350650,KR_5528124200,KR_5528050748,KR_5528013304,KR_5527908405,KR_5527912228,KR_5527714715,KR_5527720449,KR_5527361339,KR_5527249864
121,KR_5514177304,KR_5514143705,KR_5511032606,KR_5506611312,KR_5505229904,KR_5500571470,KR_5500458765,KR_5500466513,KR_5500473808,KR_5494419400
122,KR_5527029034,KR_5527024011,KR_5526917844,KR_5526864130,KR_5526752259,KR_5525943727,KR_5525827784,KR_5523764333,KR_5523720028,KR_5523576037
123,KR_5530958030,KR_5530934007,KR_5530858892,KR_5529559635,KR_5528323373,KR_5528063989,KR_5528026094,KR_5527991438,KR_5526085067,KR_5525957329
124,KR_5531793427,KR_5530520072,KR_5530405623,KR_5524660657,KR_5524561684,KR_5524535601,KR_5524286535,KR_5516128404,KR_5516124316,KR_5514568235
125,KR_5530387271,KR_5530411623,KR_5530247629,KR_5530292524,KR_5529986799,KR_5527033062,KR_5525899835,KR_5525616363,KR_5525554214,KR_5525600394
126,KR_5531946468,KR_5531942371,KR_5531896945,KR_5531585499,KR_5531326082,KR_5531330092,KR_5531185984,KR_5531201290,KR_5530382876,KR_5529978723
127,KR_5530878383,KR_5528100267,KR_5527949460,KR_5525991575,KR_5524207765,KR_5523632150,KR_5520929100,KR_5520616353,KR_5519267560,KR_5518964498
128,KR_5468519610,KR_5468545181,KR_5468551936,KR_5468407598,KR_5466753951,KR_5466577211,KR_5466348558,KR_5466391114,KR_5466255476,KR_5464219069
129,KR_5531806224,KR_5531749685,KR_5531705168,KR_5531163476,KR_5531098328,KR_5531065766,KR_5531073167,KR_5530999329,KR_5530927702,KR_5529617235
130,KR_5529017279,KR_5528952690,KR_5528774965,KR_5505803767,KR_5505747873,KR_5505724935,KR_5505657607,KR_5505595248,KR_5505610346,KR_5475934556
131,KR_5504703412,KR_5504649070,KR_5504644907,KR_5504568940,KR_5504553736,KR_5504457288,KR_5504285591,KR_5478550463,KR_5478502600,KR_5478248224
132,KR_5529542303,KR_5529476757,KR_5529471717,KR_5529418211,KR_5523659315,KR_5523645324,KR_5523580481,KR_5523497936,KR_5523522885,KR_5523520197
133,KR_5528002056,KR_5527914150,KR_5527686632,KR_5527641298,KR_5525851131,KR_5523704961,KR_5523733569,KR_5522352921,KR_5522300206,KR_5522186210
134,KR_5531325696,KR_5531251696,KR_5531095532,KR_5531101092,KR_5530806675,KR_5530783938,KR_5530782070,KR_5530770373,KR_5530697859,KR_5530619043
135,KR_5527050147,KR_5526946382,KR_5523437672,KR_5522074625,KR_5521913328,KR_5520523260,KR_5520511222,KR_5519929681,KR_5519975308,KR_5519932596
136,KR_5481624488,KR_5481650641,KR_5480257604,KR_5473198128,KR_5473193925,KR_5473075578,KR_5471538047,KR_5471514893,KR_5471209241,KR_5471141963
137,KR_5527607487,KR_5527711796,KR_5527429603,KR_5525892681,KR_5521902762,KR_5520942865,KR_5520848291,KR_5520802844,KR_5469301922,KR_5469222643
138,KR_5503361005,KR_5497231148,KR_5497157968,KR_5497086009,KR_5497093726,KR_5497151083,KR_5470861722,KR_5470707169,KR_5444048706,KR_5444004940
139,KR_5503345405,KR_5503299783,KR_5502950142,KR_5499291896,KR_5499206448,KR_5497541029,KR_5497433731,KR_5497337690,KR_5497334495,KR_5469123817
140,KR_5521024198,KR_5520938805,KR_5520942196,KR_5511636207,KR_5511661792,KR_5511536958,KR_5511494361,KR_5511531357,KR_5511439575,KR_5511427481
141,KR_5531289066,KR_5531272970,KR_5531117913,KR_5531122753,KR_5531038303,KR_5531054362,KR_5531032033,KR_5530987847,KR_5530983260,KR_5530941149
142,KR_5490700606,KR_5486081926,KR_5485372137,KR_5485410262,KR_5485259180,KR_5484504571,KR_5484491270,KR_5483727581,KR_5483724399,KR_5483781865
143,KR_5532095584,KR_5532066038,KR_5530558956,KR_5530596660,KR_5530604452,KR_5530544952,KR_5530541829,KR_5530438969,KR_5530493809,KR_5530005174
144,KR_5439062029,KR_5438927626,KR_5438885254,KR_5438940539,KR_5438065007,KR_5437925223,KR_5437657437,KR_5437671373,KR_5437517602,KR_5437503019
145,KR_5509934565,KR_5509864720,KR_5509828679,KR_5509789528,KR_5505751338,KR_5505683847,KR_5505548382,KR_5505012553,KR_5466080796,KR_5465994719
146,KR_5502044638,KR_5494101225,KR_5493959373,KR_5493957001,KR_5484052879,KR_5482644006,KR_5480896991,KR_5480885120,KR_5476016402,KR_5475951917
147,KR_5514623870,KR_5514575780,KR_5514521982,KR_5512788557,KR_5512862121,KR_5512685809,KR_5508835372,KR_5508831130,KR_5508697181,KR_5507404699
148,KR_5532052845,KR_5532041337,KR_5531997039,KR_5531976236,KR_5531963201,KR_5531897820,KR_5531884993,KR_5531769903,KR_5531268616,KR_5531330210
149,KR_5438959276,KR_5438885637,KR_5438708573,KR_5438757051,KR_5438715587,KR_5438742798,KR_5438557860,KR_5434864899,KR_5434759851,KR_5432428530
150,KR_5517876679,KR_5517871330,KR_5517767835,KR_5517171091,KR_5516234076,KR_5513962729,KR_5513908380,KR_5512569430,KR_5510825048,KR_5510742852
151,KR_5495660192,KR_5495477369,KR_5492951674,KR_5492867124,KR_5492833427,KR_5486304688,KR_5486360054,KR_5478927539,KR_5478965954,KR_5478775827
152,KR_5530918626,KR_5530982993,KR_5530911982,KR_5530872782,KR_5530811486,KR_5530719225,KR_5530756075,KR_5530714640,KR_5529599673,KR_5529615982
153,KR_5523613702,KR_5521910588,KR_5521878332,KR_5521857149,KR_5520425707,KR_5520364266,KR_5517356972,KR_5517345313,KR_5517306077,KR_5517342420
154,KR_5526115026,KR_5526100726,KR_5525986167,KR_5526021930,KR_5522450182,KR_5522286610,KR_5522310599,KR_5518086585,KR_5518102119,KR_5517980382
155,KR_5529440028,KR_5529395862,KR_5529325899,KR_5529381792,KR_5528046797,KR_5528100139,KR_5523563524,KR_5523510963,KR_5523388472,KR_5523445621
156,KR_5532008419,KR_5532017238,KR_5531110880,KR_5531026335,KR_5531061070,KR_5530937432,KR_5530972083,KR_5530859109,KR_5530701629,KR_5530662473
157,KR_5531026049,KR_5531061102,KR_5521697685,KR_5521686497,KR_5521772725,KR_5521643807,KR_5521209816,KR_5521225494,KR_5521187887,KR_5521090199
158,KR_5517785241,KR_5517741747,KR_5495800468,KR_5492642483,KR_5491503650,KR_5491452087,KR_5484812009,KR_5484757832,KR_5484695075,KR_5484583712
159,KR_5439051332,KR_5438888324,KR_5427723267,KR_5427720085,KR_5423850815,KR_5423706035,KR_5423628970
160,KR_5528133976,KR_5528069193,KR_5528053946,KR_5527996666,KR_5527929515,KR_5527911559,KR_5527617178,KR_5527643348,KR_5527425077,KR_5527351966
161,KR_5531982727,KR_5531941837,KR_5531878491,KR_5531828157,KR_5531825714,KR_5531841820,KR_5531767547,KR_5527131395,KR_5525479912,KR_5525456754
162,KR_5530919108,KR_5530679755,KR_5529583383,KR_5529560820,KR_5529376817,KR_5527218060,KR_5524570140,KR_5524553401,KR_5523684050,KR_5523659851
163,KR_5531300444,KR_5530047398,KR_5529794875,KR_5529720767,KR_5528565597,KR_5528508857,KR_5528490788,KR_5527827006,KR_5527652086,KR_5527369055
164,KR_5531791784,KR_5530890760,KR_5530748704,KR_5530765507,KR_5530524083,KR_5530560064,KR_5530384705,KR_5530367534,KR_5529628337,KR_5528956211
165,KR_5473378991,KR_5473327967,KR_5473281799,KR_5472043299,KR_5471971593,KR_5471968577,KR_5470937443,KR_5470911535,KR_5470874735,KR_5470779375
166,KR_5529710942,KR_5529620906,KR_5529538066,KR_5529554600,KR_5529317016,KR_5529227311,KR_5528971958,KR_5528748016,KR_5528772823,KR_5528619037
167,KR_5529484863,KR_5528179075,KR_5525898970,KR_5525292033,KR_5524978911,KR_5524915146,KR_5524875334,KR_5524269357,KR_5523796306,KR_5523830773
168,KR_5529855967,KR_5512873517,KR_5512710965,KR_5511130821,KR_5510958670,KR_5510897923,KR_5510755399,KR_5510706216,KR_5509468001,KR_5509425112
169,KR_5531019308,KR_5531015380,KR_5531011482,KR_5530927221,KR_5531002053,KR_5530912159,KR_5530847141,KR_5530864319,KR_5530842251,KR_5530788049
170,KR_5529654685,KR_5529643336,KR_5529641005,KR_5529586791,KR_5525887685,KR_5525855620,KR_5525921039,KR_5525838233,KR_5523662694,KR_5523489147
